"","...1","age","university","housing","duration","contact","marital","previous","y"
"38242",38242,75,"no","no",120,"cellular","married",0,"no"
"38243",38243,36,"yes","yes",78,"cellular","married",1,"yes"
"38244",38244,29,"no","no",92,"cellular","divorced",0,"no"
"38245",38245,42,"yes","no",146,"cellular","single",0,"yes"
"38246",38246,33,"no","yes",99,"telephone","married",1,"no"
"38247",38247,77,"yes","no",348,"cellular","married",0,"yes"
"38248",38248,70,"yes","yes",837,"cellular","married",1,"no"
"38249",38249,38,"no","no",135,"cellular","divorced",2,"no"
"38250",38250,32,"no","yes",435,"cellular","married",0,"yes"
"38251",38251,44,"no","yes",306,"cellular","married",1,"no"
"38252",38252,48,"no","no",61,"cellular","married",0,"no"
"38253",38253,80,"no","yes",78,"cellular","married",1,"no"
"38254",38254,71,"yes","no",98,"cellular","single",0,"no"
"38255",38255,71,"yes","yes",167,"cellular","single",0,"no"
"38256",38256,71,"yes","no",120,"telephone","single",0,"no"
"38257",38257,26,"no","no",92,"cellular","single",1,"no"
"38258",38258,30,"yes","no",411,"cellular","married",0,"yes"
"38259",38259,35,"yes","yes",79,"cellular","single",0,"yes"
"38260",38260,30,"yes","yes",1226,"cellular","married",0,"yes"
"38261",38261,80,"no","no",242,"cellular","married",2,"yes"
"38262",38262,45,"no","no",845,"cellular","single",2,"no"
"38263",38263,33,"no","no",227,"cellular","married",0,"no"
"38264",38264,58,"no","no",49,"cellular","married",2,"no"
"38265",38265,55,"no","yes",182,"cellular","married",0,"no"
"38266",38266,55,"no","no",213,"cellular","married",0,"no"
"38267",38267,55,"no","no",285,"cellular","married",0,"no"
"38268",38268,48,"no","no",200,"telephone","married",0,"no"
"38269",38269,32,"no","yes",169,"cellular","married",0,"no"
"38270",38270,32,"no","no",221,"cellular","married",1,"yes"
"38271",38271,22,"no","yes",210,"cellular","single",1,"yes"
"38272",38272,26,"no","yes",75,"cellular","single",1,"no"
"38273",38273,27,"no","no",404,"cellular","single",0,"no"
"38274",38274,56,"no","yes",1573,"cellular","married",1,"no"
"38275",38275,17,"no","no",896,"cellular","single",2,"yes"
"38276",38276,33,"no","yes",301,"cellular","married",0,"yes"
"38277",38277,45,"no","no",204,"cellular","single",1,"yes"
"38278",38278,26,"no","yes",1003,"telephone","single",0,"yes"
"38279",38279,48,"no","yes",115,"cellular","married",2,"no"
"38280",38280,80,"no","no",82,"cellular","married",0,"no"
"38281",38281,44,"no","no",123,"cellular","single",0,"no"
"38282",38282,71,"yes","no",120,"telephone","single",0,"no"
"38283",38283,28,"no","no",216,"cellular","single",1,"yes"
"38284",38284,28,"no","no",84,"cellular","single",1,"yes"
"38285",38285,28,"no","no",958,"telephone","single",0,"yes"
"38286",38286,36,"yes","no",146,"cellular","single",1,"no"
"38287",38287,71,"no","no",237,"cellular","married",0,"no"
"38288",38288,36,"yes","yes",113,"cellular","single",2,"no"
"38289",38289,74,"no","yes",251,"cellular","married",0,"yes"
"38290",38290,37,"yes","yes",364,"cellular","married",1,"yes"
"38291",38291,36,"yes","yes",104,"cellular","married",2,"no"
"38292",38292,37,"no","no",727,"cellular","single",0,"no"
"38293",38293,56,"no","no",79,"cellular","married",0,"no"
"38294",38294,38,"no","yes",108,"cellular","married",0,"no"
"38295",38295,35,"yes","yes",68,"cellular","married",0,"no"
"38296",38296,42,"no","no",122,"cellular","married",0,"no"
"38297",38297,34,"yes","no",290,"telephone","married",0,"yes"
"38298",38298,28,"yes","yes",166,"cellular","single",0,"no"
"38299",38299,36,"yes","no",632,"cellular","married",0,"no"
"38300",38300,36,"no","no",130,"telephone","married",0,"no"
"38301",38301,33,"yes","no",441,"cellular","single",1,"yes"
"38302",38302,37,"no","yes",262,"cellular","married",0,"no"
"38303",38303,35,"yes","yes",86,"cellular","married",1,"no"
"38304",38304,49,"yes","no",73,"cellular","single",0,"no"
"38305",38305,28,"no","no",280,"telephone","single",0,"no"
"38306",38306,34,"no","no",138,"cellular","single",1,"no"
"38307",38307,30,"no","no",172,"telephone","single",0,"no"
"38308",38308,44,"no","no",634,"cellular","divorced",0,"no"
"38309",38309,28,"yes","yes",522,"cellular","single",0,"no"
"38310",38310,68,"no","no",76,"cellular","married",1,"no"
"38311",38311,37,"no","no",244,"cellular","married",0,"no"
"38312",38312,37,"no","yes",68,"cellular","married",0,"no"
"38313",38313,40,"no","yes",244,"cellular","married",1,"yes"
"38314",38314,28,"no","yes",231,"cellular","single",0,"no"
"38315",38315,74,"no","yes",96,"cellular","married",1,"no"
"38316",38316,35,"yes","yes",126,"cellular","married",0,"no"
"38317",38317,74,"no","yes",134,"cellular","married",1,"yes"
"38318",38318,37,"no","no",246,"cellular","married",0,"no"
"38319",38319,37,"no","no",128,"cellular","married",3,"yes"
"38320",38320,33,"yes","yes",166,"telephone","single",2,"yes"
"38321",38321,25,"yes","yes",227,"telephone","single",0,"no"
"38322",38322,37,"yes","no",570,"cellular","single",1,"yes"
"38323",38323,83,"no","no",138,"cellular","married",0,"no"
"38324",38324,25,"yes","yes",115,"cellular","single",1,"yes"
"38325",38325,28,"no","yes",186,"telephone","married",1,"yes"
"38326",38326,28,"no","yes",847,"cellular","married",1,"yes"
"38327",38327,85,"no","yes",181,"telephone","divorced",0,"no"
"38328",38328,22,"no","no",154,"cellular","single",1,"yes"
"38329",38329,32,"no","no",55,"cellular","married",0,"no"
"38330",38330,25,"yes","no",1580,"cellular","single",0,"no"
"38331",38331,39,"yes","no",170,"cellular","married",1,"yes"
"38332",38332,33,"no","yes",154,"cellular","married",0,"yes"
"38333",38333,40,"yes","yes",109,"cellular","married",0,"no"
"38334",38334,38,"yes","yes",131,"cellular","married",1,"no"
"38335",38335,39,"yes","yes",141,"cellular","married",2,"no"
"38336",38336,39,"no","no",95,"cellular","single",0,"no"
"38337",38337,39,"no","yes",132,"cellular","single",0,"no"
"38338",38338,33,"yes","yes",233,"cellular","single",0,"yes"
"38339",38339,60,"yes","yes",128,"telephone","married",0,"no"
"38340",38340,33,"no","yes",193,"telephone","single",1,"no"
"38341",38341,26,"yes","no",306,"cellular","single",0,"yes"
"38342",38342,30,"no","yes",169,"telephone","single",0,"no"
"38343",38343,36,"no","yes",104,"cellular","married",1,"no"
"38344",38344,36,"no","no",141,"cellular","married",2,"no"
"38345",38345,49,"no","no",165,"cellular","single",1,"no"
"38346",38346,49,"no","yes",434,"telephone","single",1,"yes"
"38347",38347,28,"yes","no",317,"cellular","single",0,"no"
"38348",38348,50,"no","no",447,"cellular","married",2,"yes"
"38349",38349,33,"yes","no",130,"cellular","married",1,"yes"
"38350",38350,38,"yes","no",156,"cellular","married",0,"yes"
"38351",38351,28,"yes","no",324,"cellular","single",1,"yes"
"38352",38352,62,"yes","no",717,"cellular","married",0,"yes"
"38353",38353,34,"yes","yes",87,"cellular","married",1,"no"
"38354",38354,44,"no","no",283,"cellular","married",2,"no"
"38355",38355,32,"yes","no",147,"cellular","single",1,"no"
"38356",38356,49,"no","yes",136,"cellular","single",0,"yes"
"38357",38357,36,"yes","no",342,"cellular","married",2,"yes"
"38358",38358,36,"no","no",143,"cellular","married",0,"no"
"38359",38359,70,"no","yes",131,"cellular","married",0,"yes"
"38360",38360,34,"yes","no",131,"cellular","single",1,"no"
"38361",38361,29,"yes","no",94,"cellular","single",2,"no"
"38362",38362,21,"no","no",238,"cellular","single",0,"no"
"38363",38363,60,"no","no",98,"cellular","married",0,"yes"
"38364",38364,60,"no","no",599,"cellular","married",1,"no"
"38365",38365,60,"no","yes",1020,"cellular","married",0,"no"
"38366",38366,25,"yes","yes",123,"cellular","single",0,"no"
"38367",38367,36,"no","yes",113,"cellular","single",1,"no"
"38368",38368,55,"no","yes",534,"cellular","married",0,"no"
"38369",38369,60,"no","no",82,"cellular","married",0,"no"
"38370",38370,55,"no","no",116,"cellular","married",0,"no"
"38371",38371,30,"no","no",120,"cellular","single",0,"no"
"38372",38372,32,"no","no",217,"cellular","married",0,"no"
"38373",38373,54,"no","no",54,"cellular","divorced",0,"no"
"38374",38374,20,"no","no",169,"cellular","single",0,"no"
"38375",38375,36,"no","yes",109,"cellular","married",0,"no"
"38376",38376,38,"no","yes",167,"cellular","married",0,"no"
"38377",38377,30,"no","yes",385,"cellular","single",0,"yes"
"38378",38378,55,"no","yes",323,"telephone","married",0,"no"
"38379",38379,41,"no","no",79,"cellular","married",1,"no"
"38380",38380,41,"no","no",104,"cellular","married",0,"no"
"38381",38381,55,"no","yes",233,"cellular","married",2,"no"
"38382",38382,65,"no","no",208,"telephone","married",1,"no"
"38383",38383,54,"no","no",187,"telephone","married",0,"no"
"38384",38384,67,"no","no",270,"telephone","married",0,"no"
"38385",38385,35,"yes","no",123,"cellular","single",0,"no"
"38386",38386,54,"no","no",1745,"telephone","married",1,"no"
"38387",38387,21,"no","no",328,"cellular","single",0,"yes"
"38388",38388,51,"no","no",626,"cellular","married",1,"no"
"38389",38389,59,"no","no",2187,"telephone","married",0,"no"
"38390",38390,30,"no","yes",59,"cellular","married",1,"no"
"38391",38391,58,"no","yes",164,"cellular","married",1,"no"
"38392",38392,58,"no","yes",92,"cellular","married",1,"no"
"38393",38393,36,"no","yes",332,"cellular","married",1,"yes"
"38394",38394,33,"yes","yes",148,"cellular","married",1,"yes"
"38395",38395,31,"yes","yes",107,"cellular","married",0,"no"
"38396",38396,57,"no","no",513,"telephone","single",0,"yes"
"38397",38397,31,"no","yes",373,"telephone","single",0,"yes"
"38398",38398,31,"yes","yes",213,"cellular","married",0,"yes"
"38399",38399,60,"no","yes",595,"cellular","married",1,"yes"
"38400",38400,70,"no","yes",76,"cellular","married",0,"no"
"38401",38401,59,"no","yes",518,"cellular","married",1,"yes"
"38402",38402,53,"no","yes",251,"telephone","married",0,"no"
"38403",38403,30,"no","yes",427,"cellular","married",0,"yes"
"38404",38404,24,"yes","yes",676,"cellular","single",1,"yes"
"38405",38405,39,"no","yes",386,"cellular","single",0,"yes"
"38406",38406,44,"yes","yes",192,"cellular","married",1,"yes"
"38407",38407,38,"yes","yes",828,"cellular","married",1,"yes"
"38408",38408,38,"yes","yes",576,"cellular","married",1,"yes"
"38409",38409,70,"no","yes",72,"cellular","married",0,"no"
"38410",38410,33,"yes","no",110,"cellular","single",2,"no"
"38411",38411,88,"no","yes",180,"cellular","divorced",0,"no"
"38412",38412,36,"yes","yes",825,"cellular","married",1,"yes"
"38413",38413,62,"yes","yes",129,"telephone","divorced",0,"no"
"38414",38414,44,"yes","no",1206,"cellular","married",0,"no"
"38415",38415,32,"yes","yes",467,"cellular","married",1,"yes"
"38416",38416,88,"no","no",512,"cellular","divorced",1,"yes"
"38417",38417,44,"yes","yes",749,"telephone","married",0,"yes"
"38418",38418,36,"yes","no",135,"cellular","married",0,"yes"
"38419",38419,54,"yes","yes",164,"cellular","divorced",2,"no"
"38420",38420,42,"no","yes",307,"cellular","married",1,"yes"
"38421",38421,42,"no","no",287,"cellular","married",0,"yes"
"38422",38422,29,"no","no",107,"cellular","single",0,"yes"
"38423",38423,54,"no","yes",200,"cellular","married",0,"yes"
"38424",38424,34,"no","yes",442,"cellular","married",1,"yes"
"38425",38425,32,"yes","yes",197,"cellular","single",0,"no"
"38426",38426,30,"yes","yes",196,"telephone","married",0,"no"
"38427",38427,37,"yes","yes",249,"cellular","married",1,"yes"
"38428",38428,35,"yes","no",360,"cellular","married",0,"yes"
"38429",38429,56,"no","no",257,"cellular","married",1,"yes"
"38430",38430,33,"no","yes",313,"cellular","married",0,"yes"
"38431",38431,71,"yes","yes",127,"cellular","married",2,"yes"
"38432",38432,56,"no","no",181,"cellular","married",1,"yes"
"38433",38433,56,"no","no",133,"cellular","married",1,"yes"
"38434",38434,25,"no","yes",287,"cellular","single",0,"no"
"38435",38435,31,"yes","no",334,"cellular","single",0,"no"
"38436",38436,35,"yes","yes",391,"cellular","married",0,"no"
"38437",38437,45,"no","no",504,"cellular","married",1,"yes"
"38438",38438,30,"yes","yes",1002,"telephone","single",0,"yes"
"38439",38439,56,"no","no",306,"cellular","married",1,"yes"
"38440",38440,25,"no","yes",260,"cellular","single",0,"yes"
"38441",38441,24,"yes","yes",97,"telephone","single",0,"yes"
"38442",38442,30,"yes","no",102,"cellular","single",1,"no"
"38443",38443,35,"yes","no",344,"cellular","married",1,"yes"
"38444",38444,24,"no","no",114,"cellular","single",0,"no"
"38445",38445,61,"yes","yes",336,"cellular","married",1,"yes"
"38446",38446,22,"no","no",270,"cellular","single",1,"yes"
"38447",38447,64,"no","yes",130,"cellular","married",1,"yes"
"38448",38448,23,"yes","yes",374,"cellular","single",0,"yes"
"38449",38449,21,"no","yes",149,"cellular","single",0,"yes"
"38450",38450,32,"no","yes",267,"cellular","single",0,"no"
"38451",38451,24,"no","yes",460,"cellular","single",0,"yes"
"38452",38452,32,"yes","yes",94,"cellular","married",0,"no"
"38453",38453,98,"no","yes",476,"cellular","married",2,"yes"
"38454",38454,64,"no","yes",427,"cellular","married",1,"yes"
"38455",38455,35,"no","no",622,"cellular","single",1,"no"
"38456",38456,98,"no","yes",272,"cellular","married",0,"yes"
"38457",38457,22,"no","no",438,"cellular","single",1,"yes"
"38458",38458,22,"no","no",221,"cellular","single",1,"yes"
"38459",38459,26,"yes","no",133,"cellular","single",1,"no"
"38460",38460,31,"yes","yes",91,"cellular","single",1,"no"
"38461",38461,31,"yes","no",76,"cellular","single",0,"no"
"38462",38462,29,"no","yes",292,"cellular","single",1,"yes"
"38463",38463,34,"yes","no",281,"cellular","married",2,"yes"
"38464",38464,37,"no","no",93,"cellular","married",0,"no"
"38465",38465,37,"no","no",131,"telephone","married",0,"no"
"38466",38466,26,"no","no",257,"telephone","single",1,"yes"
"38467",38467,61,"yes","no",56,"cellular","married",0,"no"
"38468",38468,33,"no","yes",61,"cellular","single",2,"no"
"38469",38469,26,"no","yes",183,"cellular","married",0,"no"
"38470",38470,29,"yes","no",87,"cellular","single",1,"no"
"38471",38471,29,"no","yes",633,"cellular","single",0,"no"
"38472",38472,73,"no","yes",127,"cellular","divorced",3,"no"
"38473",38473,29,"yes","yes",110,"cellular","single",0,"no"
"38474",38474,50,"no","no",151,"cellular","married",2,"no"
"38475",38475,29,"yes","yes",99,"cellular","single",1,"no"
"38476",38476,33,"no","no",87,"cellular","single",0,"no"
"38477",38477,33,"no","no",251,"cellular","single",0,"yes"
"38478",38478,30,"no","yes",67,"cellular","single",0,"no"
"38479",38479,26,"no","yes",703,"cellular","married",0,"yes"
"38480",38480,26,"no","yes",126,"cellular","married",0,"no"
"38481",38481,42,"yes","yes",355,"cellular","married",1,"yes"
"38482",38482,42,"yes","yes",298,"cellular","married",0,"no"
"38483",38483,55,"no","yes",156,"cellular","married",0,"no"
"38484",38484,55,"no","no",131,"cellular","married",0,"yes"
"38485",38485,32,"yes","no",96,"cellular","single",3,"no"
"38486",38486,63,"no","no",157,"cellular","married",0,"no"
"38487",38487,72,"yes","no",143,"cellular","married",1,"yes"
"38488",38488,71,"no","yes",120,"cellular","married",1,"no"
"38489",38489,71,"no","no",207,"cellular","married",0,"yes"
"38490",38490,32,"yes","no",96,"cellular","single",1,"yes"
"38491",38491,52,"no","no",297,"cellular","married",2,"yes"
"38492",38492,68,"no","yes",102,"cellular","married",2,"yes"
"38493",38493,45,"yes","no",79,"telephone","married",0,"no"
"38494",38494,29,"no","no",424,"cellular","married",1,"yes"
"38495",38495,33,"no","no",137,"cellular","single",0,"yes"
"38496",38496,65,"no","no",759,"cellular","married",0,"yes"
"38497",38497,42,"yes","no",83,"telephone","married",1,"yes"
"38498",38498,61,"no","no",515,"telephone","married",0,"no"
"38499",38499,22,"no","yes",89,"cellular","single",0,"no"
"38500",38500,22,"no","yes",88,"cellular","single",0,"no"
"38501",38501,30,"no","yes",521,"telephone","married",0,"no"
"38502",38502,32,"yes","yes",376,"telephone","single",2,"no"
"38503",38503,39,"no","no",219,"telephone","married",0,"no"
"38504",38504,63,"no","yes",298,"cellular","married",0,"yes"
"38505",38505,63,"no","no",259,"cellular","married",0,"no"
"38506",38506,81,"yes","yes",327,"cellular","married",1,"no"
"38507",38507,65,"no","yes",253,"cellular","married",1,"no"
"38508",38508,44,"no","no",139,"cellular","married",0,"no"
"38509",38509,31,"yes","yes",255,"cellular","married",1,"yes"
"38510",38510,68,"no","yes",418,"cellular","divorced",0,"yes"
"38511",38511,46,"no","yes",65,"cellular","married",1,"no"
"38512",38512,33,"no","yes",189,"cellular","single",0,"no"
"38513",38513,26,"yes","yes",114,"cellular","single",1,"no"
"38514",38514,28,"no","yes",83,"cellular","single",3,"no"
"38515",38515,71,"no","no",353,"cellular","married",0,"yes"
"38516",38516,21,"no","no",113,"cellular","single",0,"yes"
"38517",38517,32,"yes","yes",149,"cellular","single",0,"yes"
"38518",38518,75,"no","no",113,"cellular","married",0,"no"
"38519",38519,81,"no","yes",246,"cellular","married",0,"no"
"38520",38520,60,"no","yes",219,"cellular","married",0,"no"
"38521",38521,61,"no","no",108,"cellular","married",0,"no"
"38522",38522,63,"no","yes",96,"cellular","married",0,"yes"
"38523",38523,46,"no","yes",143,"cellular","married",0,"no"
"38524",38524,46,"no","yes",149,"telephone","married",0,"no"
"38525",38525,35,"yes","yes",300,"cellular","married",0,"no"
"38526",38526,40,"no","yes",73,"cellular","married",0,"no"
"38527",38527,35,"yes","yes",1118,"cellular","married",0,"no"
"38528",38528,62,"no","no",210,"cellular","married",0,"no"
"38529",38529,45,"no","yes",1092,"cellular","married",0,"no"
"38530",38530,58,"no","yes",509,"telephone","divorced",0,"yes"
"38531",38531,61,"no","no",190,"cellular","married",1,"no"
"38532",38532,32,"yes","no",371,"cellular","single",0,"yes"
"38533",38533,34,"yes","yes",182,"telephone","single",0,"no"
"38534",38534,24,"yes","no",197,"cellular","single",0,"no"
"38535",38535,30,"yes","yes",133,"cellular","married",0,"no"
"38536",38536,40,"yes","yes",172,"telephone","married",0,"no"
"38537",38537,73,"no","yes",185,"telephone","married",0,"no"
"38538",38538,34,"yes","no",85,"telephone","single",0,"no"
"38539",38539,40,"no","no",524,"cellular","married",1,"yes"
"38540",38540,62,"no","no",207,"cellular","married",1,"yes"
"38541",38541,54,"no","no",164,"cellular","married",0,"yes"
"38542",38542,24,"no","yes",423,"cellular","single",0,"yes"
"38543",38543,23,"no","yes",408,"cellular","married",0,"no"
"38544",38544,36,"yes","no",343,"cellular","married",1,"no"
"38545",38545,31,"no","yes",269,"cellular","married",1,"no"
"38546",38546,61,"no","no",76,"cellular","married",0,"no"
"38547",38547,55,"no","yes",139,"cellular","married",0,"yes"
"38548",38548,33,"yes","no",410,"cellular","single",1,"yes"
"38549",38549,80,"no","yes",169,"cellular","divorced",0,"yes"
"38550",38550,75,"no","no",247,"cellular","divorced",0,"no"
"38551",38551,31,"yes","no",164,"cellular","single",0,"yes"
"38552",38552,31,"no","no",142,"cellular","married",0,"yes"
"38553",38553,53,"no","no",209,"cellular","divorced",0,"yes"
"38554",38554,58,"no","yes",76,"cellular","divorced",0,"no"
"38555",38555,30,"no","yes",1707,"cellular","married",0,"yes"
"38556",38556,28,"yes","no",72,"cellular","single",0,"no"
"38557",38557,72,"no","yes",189,"cellular","married",0,"yes"
"38558",38558,82,"no","yes",251,"cellular","single",0,"yes"
"38559",38559,34,"yes","no",401,"cellular","married",0,"yes"
"38560",38560,69,"no","no",103,"cellular","married",1,"no"
"38561",38561,32,"yes","yes",679,"cellular","married",0,"no"
"38562",38562,67,"no","no",299,"cellular","married",2,"yes"
"38563",38563,48,"no","no",264,"cellular","married",0,"yes"
"38564",38564,60,"no","yes",262,"cellular","divorced",0,"no"
"38565",38565,61,"no","no",106,"cellular","married",1,"yes"
"38566",38566,48,"no","yes",215,"cellular","married",0,"yes"
"38567",38567,48,"no","no",288,"cellular","married",0,"yes"
"38568",38568,67,"no","no",140,"cellular","married",0,"no"
"38569",38569,36,"yes","yes",68,"cellular","married",0,"no"
"38570",38570,69,"no","yes",124,"cellular","married",0,"yes"
"38571",38571,34,"yes","no",136,"cellular","single",1,"yes"
"38572",38572,32,"yes","yes",220,"telephone","single",0,"yes"
"38573",38573,51,"no","yes",746,"cellular","married",0,"yes"
"38574",38574,54,"no","no",377,"cellular","married",0,"yes"
"38575",38575,55,"no","no",250,"cellular","married",2,"no"
"38576",38576,55,"no","yes",424,"cellular","married",1,"yes"
"38577",38577,61,"no","no",174,"cellular","married",0,"no"
"38578",38578,82,"no","yes",185,"cellular","single",0,"no"
"38579",38579,60,"no","yes",133,"cellular","married",2,"no"
"38580",38580,31,"yes","yes",157,"telephone","single",1,"no"
"38581",38581,78,"no","no",631,"cellular","divorced",2,"no"
"38582",38582,27,"yes","yes",70,"telephone","single",0,"no"
"38583",38583,78,"no","no",212,"cellular","divorced",0,"yes"
"38584",38584,65,"no","no",176,"cellular","married",0,"no"
"38585",38585,26,"no","no",373,"cellular","single",0,"yes"
"38586",38586,37,"yes","yes",62,"telephone","single",0,"no"
"38587",38587,24,"no","yes",160,"cellular","married",0,"no"
"38588",38588,72,"no","no",155,"cellular","married",1,"no"
"38589",38589,60,"no","yes",59,"cellular","married",0,"no"
"38590",38590,39,"yes","no",125,"cellular","single",0,"yes"
"38591",38591,39,"yes","yes",217,"cellular","single",0,"yes"
"38592",38592,34,"yes","no",144,"cellular","single",0,"yes"
"38593",38593,36,"yes","no",480,"cellular","single",0,"yes"
"38594",38594,37,"yes","yes",183,"cellular","single",0,"no"
"38595",38595,59,"no","no",445,"cellular","married",0,"yes"
"38596",38596,25,"no","no",294,"cellular","single",1,"yes"
"38597",38597,69,"no","yes",257,"cellular","married",0,"yes"
"38598",38598,18,"no","no",368,"cellular","single",0,"yes"
"38599",38599,59,"no","yes",152,"telephone","divorced",0,"no"
"38600",38600,37,"yes","no",416,"cellular","single",0,"yes"
"38601",38601,78,"no","no",177,"telephone","divorced",0,"no"
"38602",38602,23,"no","no",105,"telephone","single",0,"no"
"38603",38603,41,"no","no",131,"cellular","single",1,"no"
"38604",38604,34,"no","yes",121,"cellular","single",1,"yes"
"38605",38605,37,"no","yes",101,"cellular","married",1,"no"
"38606",38606,37,"no","no",131,"cellular","divorced",0,"no"
"38607",38607,36,"yes","yes",69,"cellular","single",1,"no"
"38608",38608,50,"yes","yes",91,"cellular","married",0,"no"
"38609",38609,35,"yes","no",75,"cellular","single",0,"no"
"38610",38610,21,"no","no",59,"cellular","single",0,"no"
"38611",38611,34,"no","yes",53,"cellular","married",1,"no"
"38612",38612,60,"yes","yes",66,"cellular","married",0,"no"
"38613",38613,30,"yes","no",106,"cellular","single",0,"yes"
"38614",38614,37,"no","no",235,"cellular","married",0,"no"
"38615",38615,55,"no","no",154,"cellular","married",0,"no"
"38616",38616,37,"no","yes",1024,"cellular","married",1,"yes"
"38617",38617,64,"no","yes",173,"cellular","married",0,"no"
"38618",38618,37,"no","yes",128,"cellular","single",0,"no"
"38619",38619,37,"no","yes",459,"telephone","married",0,"no"
"38620",38620,37,"no","yes",272,"cellular","married",0,"no"
"38621",38621,50,"yes","yes",204,"cellular","married",1,"no"
"38622",38622,47,"no","yes",182,"cellular","divorced",1,"yes"
"38623",38623,32,"yes","yes",144,"cellular","married",0,"no"
"38624",38624,32,"yes","no",143,"telephone","single",1,"no"
"38625",38625,37,"no","yes",227,"telephone","divorced",0,"no"
"38626",38626,30,"yes","yes",109,"cellular","single",1,"no"
"38627",38627,24,"no","no",180,"cellular","single",1,"no"
"38628",38628,50,"no","no",117,"telephone","married",0,"no"
"38629",38629,45,"no","yes",162,"cellular","married",0,"yes"
"38630",38630,34,"no","yes",725,"cellular","single",2,"no"
"38631",38631,33,"yes","yes",83,"telephone","married",0,"no"
"38632",38632,32,"yes","no",85,"cellular","single",0,"no"
"38633",38633,34,"no","yes",179,"telephone","married",1,"no"
"38634",38634,52,"no","no",209,"cellular","married",1,"yes"
"38635",38635,37,"no","no",46,"cellular","married",0,"no"
"38636",38636,71,"no","yes",102,"cellular","married",0,"yes"
"38637",38637,52,"yes","yes",551,"cellular","divorced",3,"no"
"38638",38638,56,"no","no",786,"cellular","divorced",0,"no"
"38639",38639,67,"yes","yes",68,"cellular","married",1,"no"
"38640",38640,40,"yes","no",88,"cellular","divorced",2,"no"
"38641",38641,56,"yes","no",289,"cellular","married",0,"yes"
"38642",38642,32,"no","no",1233,"cellular","single",1,"yes"
"38643",38643,36,"yes","no",187,"cellular","single",0,"yes"
"38644",38644,79,"no","no",149,"cellular","married",0,"yes"
"38645",38645,56,"no","yes",566,"cellular","divorced",2,"yes"
"38646",38646,27,"no","no",222,"cellular","married",1,"no"
"38647",38647,30,"no","yes",537,"cellular","single",0,"yes"
"38648",38648,27,"no","no",217,"cellular","single",2,"yes"
"38649",38649,47,"yes","no",193,"cellular","single",0,"no"
"38650",38650,47,"yes","no",181,"cellular","divorced",1,"yes"
"38651",38651,54,"yes","yes",215,"cellular","married",0,"yes"
"38652",38652,22,"no","yes",358,"cellular","single",0,"yes"
"38653",38653,28,"no","yes",179,"cellular","married",0,"yes"
"38654",38654,32,"no","yes",322,"cellular","married",0,"yes"
"38655",38655,30,"yes","yes",402,"cellular","single",0,"no"
"38656",38656,54,"no","no",284,"cellular","married",1,"yes"
"38657",38657,71,"no","yes",383,"telephone","married",0,"yes"
"38658",38658,37,"no","yes",258,"cellular","divorced",1,"no"
"38659",38659,37,"no","no",90,"cellular","divorced",2,"no"
"38660",38660,37,"no","no",116,"cellular","divorced",1,"no"
"38661",38661,37,"no","no",298,"cellular","divorced",0,"no"
"38662",38662,58,"no","yes",70,"cellular","married",0,"no"
"38663",38663,54,"no","no",138,"cellular","married",2,"no"
"38664",38664,54,"no","yes",101,"cellular","married",0,"no"
"38665",38665,29,"no","yes",85,"cellular","married",1,"no"
"38666",38666,28,"no","yes",158,"cellular","married",0,"no"
"38667",38667,26,"no","no",358,"cellular","single",2,"yes"
"38668",38668,29,"yes","yes",199,"cellular","married",1,"no"
"38669",38669,26,"no","no",112,"cellular","married",1,"no"
"38670",38670,56,"yes","yes",156,"cellular","married",0,"no"
"38671",38671,51,"no","no",272,"cellular","married",0,"no"
"38672",38672,62,"yes","yes",572,"cellular","divorced",0,"no"
"38673",38673,58,"no","no",88,"cellular","married",0,"no"
"38674",38674,29,"no","no",257,"cellular","single",1,"no"
"38675",38675,32,"no","no",96,"cellular","married",1,"no"
"38676",38676,32,"no","yes",143,"telephone","married",0,"no"
"38677",38677,73,"yes","no",749,"cellular","married",0,"yes"
"38678",38678,32,"no","yes",111,"telephone","married",0,"no"
"38679",38679,34,"yes","no",509,"cellular","single",0,"no"
"38680",38680,69,"no","yes",355,"cellular","married",0,"yes"
"38681",38681,34,"yes","no",464,"cellular","single",1,"yes"
"38682",38682,37,"no","yes",136,"telephone","married",0,"no"
"38683",38683,54,"no","yes",402,"cellular","married",3,"yes"
"38684",38684,34,"yes","yes",312,"cellular","married",0,"no"
"38685",38685,34,"no","yes",126,"cellular","married",2,"no"
"38686",38686,54,"yes","yes",455,"cellular","married",0,"yes"
"38687",38687,53,"yes","no",368,"cellular","divorced",1,"yes"
"38688",38688,56,"yes","no",178,"cellular","divorced",1,"yes"
"38689",38689,69,"no","no",178,"cellular","married",0,"yes"
"38690",38690,26,"no","yes",262,"cellular","single",1,"yes"
"38691",38691,26,"no","no",347,"cellular","single",0,"yes"
"38692",38692,27,"yes","no",118,"cellular","single",0,"yes"
"38693",38693,57,"no","yes",169,"cellular","married",3,"yes"
"38694",38694,25,"yes","no",165,"cellular","single",2,"yes"
"38695",38695,24,"no","yes",98,"cellular","married",1,"yes"
"38696",38696,29,"yes","no",201,"telephone","single",0,"yes"
"38697",38697,22,"no","no",113,"cellular","single",0,"yes"
"38698",38698,81,"no","yes",161,"cellular","divorced",1,"yes"
"38699",38699,41,"yes","no",696,"cellular","married",3,"yes"
